"date","dataset","position","condition","event","time","pct"
"2024-07-25","CROP_2024-07-25_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck_1_2_Pos12_RGB.tif",12,"evil_twins","gb_extension_end",2.88,15.5844155844156
"2024-07-25","CROP_2024-07-25_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck_1_2_Pos14_RGB.tif",14,"evil_twins","gb_extension_end",3.03,15.3573238722757
"2024-07-25","CROP_2024-07-25_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck_1_2_Pos15_RGB.tif",15,"evil_twins","gb_extension_end",3.28,15.9378036929057
"2024-07-25","CROP_2024-07-25_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck_1_2_Pos22_RGB.tif",22,"evil_twins","gb_extension_end",3.03,16.5754923413567
"2024-07-25","CROP_2024-07-25_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck_1_2_Pos25_RGB.tif",25,"evil_twins","gb_extension_end",3.13,16.7558886509636
"2024-07-25","CROP_2024-07-25_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck_1_2_Pos5_RGB.tif",5,"control","gb_retraction_start",3.58,19.9110122358176
"2024-07-25","CROP_2024-07-25_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck_1_2_Pos10_RGB.tif",10,"control","gb_retraction_start",3.63,19.6961475854585
"2024-07-25","CROP_2024-07-25_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck_1_2_Pos13_RGB.tif",13,"control","gb_retraction_start",4.03,21.9260065288357
"2024-07-25","CROP_2024-07-25_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck_1_2_Pos17_RGB.tif",17,"control","gb_retraction_start",2.68,15.0308468872687
"2024-07-25","CROP_2024-07-25_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck_1_2_Pos19_RGB.tif",19,"control","gb_retraction_start",3.08,17.0353982300885
"2024-07-25","CROP_2024-07-25_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck_1_2_Pos21_RGB.tif",21,"control","gb_retraction_start",4.23,23.3314947600662
"2024-07-25","CROP_2024-07-25_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck_1_2_Pos23_RGB.tif",23,"control","gb_retraction_start",4.58,25.1234229292375
"2024-07-25","CROP_2024-07-25_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck_1_2_Pos1_RGB.tif",1,"evil_twins","gb_retraction_start",5.13,27.0284510010537
"2024-07-25","CROP_2024-07-25_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck_1_2_Pos6_RGB.tif",6,"evil_twins","gb_retraction_start",4.13,21.875
"2024-07-25","CROP_2024-07-25_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck_1_2_Pos8_RGB.tif",8,"evil_twins","gb_retraction_start",4.68,25.0535331905782
"2024-07-25","CROP_2024-07-25_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck_1_2_Pos9_RGB.tif",9,"evil_twins","gb_retraction_start",4.03,21.2889593238246
